survived,boardingLat,boardingLon,destinationLat,destinationLon
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,40.6781784,-73.9441579
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,50.9105468,-1.4049018,49.8954221,-97.1385145
true,50.9105468,-1.4049018,49.8954221,-97.1385145
true,50.9105468,-1.4049018,49.8954221,-97.1385145
true,50.9105468,-1.4049018,49.8954221,-97.1385145
false,50.9105468,-1.4049018,49.8954221,-97.1385145
false,50.9105468,-1.4049018,49.8954221,-97.1385145
true,50.9105468,-1.4049018,51.535879,0.696966
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,47.3768866,8.541694
true,49.6338979,-1.622224,47.3768866,8.541694
true,49.6338979,-1.622224,47.3768866,8.541694
false,50.9105468,-1.4049018,42.195929,-70.7258633
false,50.9105468,-1.4049018,42.195929,-70.7258633
true,50.9105468,-1.4049018,53.7587262,-3.0164238
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,49.6338979,-1.622224,38.9071923,-77.0368707
true,50.9105468,-1.4049018,41.0262417,-73.6281964
true,50.9105468,-1.4049018,49.8954221,-97.1385145
false,50.9105468,-1.4049018,41.0262417,-73.6281964
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,49.6338979,-1.622224,40.6781784,-73.9441579
true,49.6338979,-1.622224,40.6781784,-73.9441579
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,51.41233,-0.300689
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,45.5016889,-73.567256
false,50.9105468,-1.4049018,45.5016889,-73.567256
true,50.9105468,-1.4049018,51.5072178,-0.1275862
false,50.9105468,-1.4049018,42.3489143,-71.1604919
false,50.9105468,-1.4049018,51.5072178,-0.1275862
false,49.6338979,-1.622224,41.8781136,-87.6297982
true,49.6338979,-1.622224,41.8781136,-87.6297982
true,50.9105468,-1.4049018,42.2528649,-73.790959
true,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,39.768403,-86.158068
true,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,50.9105468,-1.4049018,53.4083714,-2.9915726
true,50.9105468,-1.4049018,42.8781345,-73.1967741
false,50.9105468,-1.4049018,51.5072178,-0.1275862
false,49.6338979,-1.622224,42.8864468,-78.8783689
false,50.9105468,-1.4049018,41.5964869,-72.8776013
false,50.9105468,-1.4049018,41.5964869,-72.8776013
true,50.9105468,-1.4049018,42.3600825,-71.0588801
true,50.9105468,-1.4049018,42.3600825,-71.0588801
true,50.9105468,-1.4049018,45.515232,-122.6783853
true,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,41.8781136,-87.6297982
false,50.9105468,-1.4049018,59.3293235,18.0685808
false,49.6338979,-1.622224,59.3293235,18.0685808
true,50.9105468,-1.4049018,48.856614,2.3522219
true,50.9105468,-1.4049018,48.856614,2.3522219
true,50.9105468,-1.4049018,42.1014831,-72.589811
false,50.9105468,-1.4049018,42.2528649,-73.790959
true,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,38.6270025,-90.1994042
true,50.9105468,-1.4049018,42.0834335,-71.0183787
true,49.6338979,-1.622224,48.856614,2.3522219
true,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,45.5016889,-73.567256
true,49.6338979,-1.622224,49.2827291,-123.1207375
false,50.9105468,-1.4049018,42.2994848,-71.0648529
false,50.9105468,-1.4049018,39.9525839,-75.1652215
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,42.0334341,-70.9592096
false,-45.0301511,168.6615141,43.7730448,-88.4470508
false,-45.0301511,168.6615141,44.5133188,-88.0132958
true,-45.0301511,168.6615141,43.7730448,-88.4470508
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,45.5016889,-73.567256
false,50.9105468,-1.4049018,38.9071923,-77.0368707
false,49.6338979,-1.622224,40.6781784,-73.9441579
false,49.6338979,-1.622224,42.4473497,-71.2271531
true,49.6338979,-1.622224,42.4473497,-71.2271531
true,49.6338979,-1.622224,42.4473497,-71.2271531
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,50.6938479,-1.304734
true,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,41.8239891,-71.4128343
true,49.6338979,-1.622224,41.8239891,-71.4128343
false,49.6338979,-1.622224,23.1135925,-82.3665956
false,50.9105468,-1.4049018,54.597285,-5.93012
false,50.9105468,-1.4049018,51.39401,-0.302662
false,50.9105468,-1.4049018,45.5016889,-73.567256
false,50.9105468,-1.4049018,51.467121,-0.329003
false,50.9105468,-1.4049018,51.467121,-0.329003
true,49.6338979,-1.622224,40.4167754,-3.7037902
false,49.6338979,-1.622224,40.4167754,-3.7037902
true,50.9105468,-1.4049018,43.653226,-79.3831843
true,50.9105468,-1.4049018,42.2625932,-71.8022934
false,49.6338979,-1.622224,40.058403,-75.1894155
true,50.9105468,-1.4049018,51.9244201,4.4777325
false,50.9105468,-1.4049018,48.856614,2.3522219
false,50.9105468,-1.4049018,38.6270025,-90.1994042
true,50.9105468,-1.4049018,40.2205824,-74.759717
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,47.6062095,-122.3320708
false,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,49.6338979,-1.622224,49.8954221,-97.1385145
false,50.9105468,-1.4049018,49.2827291,-123.1207375
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,51.5072178,-0.1275862
false,49.6338979,-1.622224,40.0022406,-75.3208107
true,49.6338979,-1.622224,40.0022406,-75.3208107
true,49.6338979,-1.622224,40.0022406,-75.3208107
true,49.6338979,-1.622224,40.0022406,-75.3208107
false,49.6338979,-1.622224,40.0022406,-75.3208107
true,50.9105468,-1.4049018,53.4807593,-2.2426305
true,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,38.6270025,-90.1994042
true,50.9105468,-1.4049018,46.7866719,-92.1004852
false,50.9105468,-1.4049018,46.7866719,-92.1004852
true,49.6338979,-1.622224,47.5595986,7.5885761
true,50.9105468,-1.4049018,41.6612104,-72.7795419
true,50.9105468,-1.4049018,40.7127753,-74.0059728
false,49.6338979,-1.622224,40.8754335,-73.1526623
false,50.9105468,-1.4049018,38.4192496,-82.445154
false,50.9105468,-1.4049018,51.4307467,-0.1294977
false,50.9105468,-1.4049018,38.4192496,-82.445154
true,50.9105468,-1.4049018,44.977753,-93.2650108
true,50.9105468,-1.4049018,44.977753,-93.2650108
true,49.6338979,-1.622224,41.2041676,-74.2003231
true,49.6338979,-1.622224,41.2041676,-74.2003231
true,49.6338979,-1.622224,41.2041676,-74.2003231
true,49.6338979,-1.622224,48.856614,2.3522219
false,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,47.5595986,7.5885761
true,50.9105468,-1.4049018,51.4345523,-0.2003717
false,49.6338979,-1.622224,40.735657,-74.1723667
true,49.6338979,-1.622224,40.735657,-74.1723667
true,49.6338979,-1.622224,40.0022406,-75.3208107
true,49.6338979,-1.622224,38.809803,-82.2023691
true,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,39.8915022,-75.0376707
false,50.9105468,-1.4049018,40.6781784,-73.9441579
true,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,51.5072178,-0.1275862
true,49.6338979,-1.622224,40.0022406,-75.3208107
false,49.6338979,-1.622224,40.0022406,-75.3208107
true,49.6338979,-1.622224,40.0022406,-75.3208107
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,49.6338979,-1.622224,42.6525793,-73.7562317
true,49.6338979,-1.622224,19.4326077,-99.133208
false,50.9105468,-1.4049018,40.6781784,-73.9441579
false,50.9105468,-1.4049018,40.767323,-74.2048677
true,49.6338979,-1.622224,45.515232,-122.6783853
false,49.6338979,-1.622224,45.515232,-122.6783853
true,50.9105468,-1.4049018,40.742857,-111.8770849
false,50.9105468,-1.4049018,43.9140162,-69.9669961
false,50.9105468,-1.4049018,43.9140162,-69.9669961
false,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,41.0997803,-80.6495194
true,50.9105468,-1.4049018,41.0997803,-80.6495194
false,50.9105468,-1.4049018,41.0997803,-80.6495194
true,49.6338979,-1.622224,40.0697037,-75.1253492
false,49.6338979,-1.622224,40.0697037,-75.1253492
false,49.6338979,-1.622224,40.0697037,-75.1253492
true,50.9105468,-1.4049018,46.7866719,-92.1004852
true,49.6338979,-1.622224,46.2043907,6.1431577
false,49.6338979,-1.622224,46.2043907,6.1431577
true,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,44.6487635,-63.5752387
false,49.6338979,-1.622224,40.7127753,-74.0059728
true,49.6338979,-1.622224,43.2859075,-75.0844757
false,49.6338979,-1.622224,43.2859075,-75.0844757
true,50.9105468,-1.4049018,40.0230237,-75.3151772
false,50.9105468,-1.4049018,-34.6036844,-58.3815591
false,50.9105468,-1.4049018,47.1211331,-88.5694182
false,50.9105468,-1.4049018,52.282316,-1.584927
false,50.9105468,-1.4049018,52.282316,-1.584927
true,50.9105468,-1.4049018,40.0583238,-74.4056612
false,50.9105468,-1.4049018,50.118798,-5.537592
false,50.9105468,-1.4049018,49.4481982,-2.58949
false,50.9105468,-1.4049018,51.47341767,-2.367693177
true,50.9105468,-1.4049018,41.9584457,-70.6672621
false,50.9105468,-1.4049018,30.3321838,-81.655651
false,50.9105468,-1.4049018,52.6292567,1.2978802
true,50.9105468,-1.4049018,52.6292567,1.2978802
true,50.9105468,-1.4049018,52.3555177,-1.1743197
false,50.9105468,-1.4049018,16.3066525,80.4365402
true,50.9105468,-1.4049018,16.3066525,80.4365402
true,50.9105468,-1.4049018,16.3066525,80.4365402
true,50.9105468,-1.4049018,16.3066525,80.4365402
true,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,43.1565779,-77.6088465
true,50.9105468,-1.4049018,50.2083858,-5.4908864
false,50.9105468,-1.4049018,42.0897965,-76.8077338
false,50.9105468,-1.4049018,51.5072178,-0.1275862
false,50.9105468,-1.4049018,32.9981657,-104.3666291
false,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,-33.9248685,18.4240553
true,50.9105468,-1.4049018,-33.9248685,18.4240553
false,50.9105468,-1.4049018,-33.9248685,18.4240553
true,50.9105468,-1.4049018,58.3860128,13.4393282
true,50.9105468,-1.4049018,58.3860128,13.4393282
false,50.9105468,-1.4049018,51.340402,0.731596
true,50.9105468,-1.4049018,50.783565,-1.085559
false,50.9105468,-1.4049018,51.5072178,-0.1275862
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,13.7563309,100.5017651
true,50.9105468,-1.4049018,13.7563309,100.5017651
true,50.9105468,-1.4049018,13.7563309,100.5017651
true,50.9105468,-1.4049018,40.9487097,-73.7326309
true,50.9105468,-1.4049018,54.597285,-5.93012
false,50.9105468,-1.4049018,50.2083858,-5.4908864
false,50.9105468,-1.4049018,51.5072178,-0.1275862
false,50.9105468,-1.4049018,51.5072178,-0.1275862
false,50.9105468,-1.4049018,40.8447819,-73.8648268
false,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,52.3555177,-1.1743197
false,50.9105468,-1.4049018,52.3555177,-1.1743197
true,50.9105468,-1.4049018,52.342135,-0.158572
false,50.9105468,-1.4049018,60.1698557,24.938379
false,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,50.970764,-1.335819
true,50.9105468,-1.4049018,50.970764,-1.335819
false,50.9105468,-1.4049018,50.970764,-1.335819
true,50.9105468,-1.4049018,41.2033216,-77.1945247
true,50.9105468,-1.4049018,40.2338438,-111.6585337
false,50.9105468,-1.4049018,40.45027,-80.0508164
false,50.9105468,-1.4049018,50.118798,-5.537592
false,50.9105468,-1.4049018,54.597285,-5.93012
false,50.9105468,-1.4049018,50.2083858,-5.4908864
true,50.9105468,-1.4049018,50.872559,-1.5768
false,50.9105468,-1.4049018,50.2083858,-5.4908864
true,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,39.399872,-8.224454
false,49.6338979,-1.622224,43.8429197,10.5026977
false,49.6338979,-1.622224,43.8429197,10.5026977
true,50.9105468,-1.4049018,49.4481982,-2.58949
false,50.9105468,-1.4049018,50.8758752,-1.6327718
false,50.9105468,-1.4049018,50.9105468,-1.4049018
true,50.9105468,-1.4049018,50.9105468,-1.4049018
true,50.9105468,-1.4049018,43.2264486,-78.0266826
false,50.9105468,-1.4049018,41.1034326,-72.3592501
true,50.9105468,-1.4049018,41.1034326,-72.3592501
false,50.9105468,-1.4049018,41.1034326,-72.3592501
true,49.6338979,-1.622224,41.3873974,2.168568
true,49.6338979,-1.622224,41.3873974,2.168568
true,50.9105468,-1.4049018,52.3555177,-1.1743197
false,50.9105468,-1.4049018,57.70887,11.97456
false,50.9105468,-1.4049018,40.6687141,-74.1143091
false,50.9105468,-1.4049018,52.3555177,-1.1743197
true,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,43.1565779,-77.6088465
false,50.9105468,-1.4049018,54.597285,-5.93012
false,50.9105468,-1.4049018,22.0116665,82.5752601
false,50.9105468,-1.4049018,53.4083714,-2.9915726
false,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,40.6781784,-73.9441579
true,50.9105468,-1.4049018,53.4083714,-2.9915726
false,50.9105468,-1.4049018,49.4481982,-2.58949
false,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,51.4898621,-0.2070008
false,50.9105468,-1.4049018,51.4284337,-2.8280061
false,50.9105468,-1.4049018,49.2827291,-123.1207375
false,50.9105468,-1.4049018,40.8447819,-73.8648268
false,50.9105468,-1.4049018,42.9317335,-76.5660529
false,50.9105468,-1.4049018,42.331427,-83.0457538
true,50.9105468,-1.4049018,42.331427,-83.0457538
true,50.9105468,-1.4049018,47.6062095,-122.3320708
false,50.9105468,-1.4049018,51.4671373,-0.0907882
true,50.9105468,-1.4049018,51.4671373,-0.0907882
false,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,51.5901769,-0.0173437
false,50.9105468,-1.4049018,51.556619,0.076251
true,50.9105468,-1.4049018,51.556619,0.076251
false,50.9105468,-1.4049018,51.556619,0.076251
true,50.9105468,-1.4049018,51.105097,-2.9262307
true,50.9105468,-1.4049018,51.105097,-2.9262307
true,50.9105468,-1.4049018,51.105097,-2.9262307
false,50.9105468,-1.4049018,51.105097,-2.9262307
true,50.9105468,-1.4049018,20.593684,78.96288
true,50.9105468,-1.4049018,51.5490183,-0.1971205
false,50.9105468,-1.4049018,51.5490183,-0.1971205
false,50.9105468,-1.4049018,51.5490183,-0.1971205
false,50.9105468,-1.4049018,62.7643378,29.8474185
false,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,50.3727074,-4.1759219
false,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,50.9105468,-1.4049018
false,50.9105468,-1.4049018,52.3555177,-1.1743197
false,50.9105468,-1.4049018,52.3555177,-1.1743197
true,50.9105468,-1.4049018,50.8758752,-1.6327718
false,50.9105468,-1.4049018,35.6761919,139.6503106
true,50.9105468,-1.4049018,51.5583777,-1.7809759
false,50.9105468,-1.4049018,51.5583777,-1.7809759
false,50.9105468,-1.4049018,39.9525839,-75.1652215
false,50.9105468,-1.4049018,49.4481982,-2.58949
true,50.9105468,-1.4049018,51.5072178,-0.1275862
false,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,52.635799,-1.09592
false,50.9105468,-1.4049018,49.4481982,-2.58949
false,50.9105468,-1.4049018,49.4481982,-2.58949
false,50.9105468,-1.4049018,50.2083858,-5.4908864
false,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,55.755826,37.6173
false,50.9105468,-1.4049018,55.755826,37.6173
true,50.9105468,-1.4049018,20.593684,78.96288
false,-45.0301511,168.6615141,40.2731911,-76.8867008
false,50.9105468,-1.4049018,51.5072178,-0.1275862
true,-45.0301511,168.6615141,55.864237,-4.251806
false,50.9105468,-1.4049018,54.597285,-5.93012
false,50.9105468,-1.4049018,60.128161,18.643501
false,50.9105468,-1.4049018,44.977753,-93.2650108
false,50.9105468,-1.4049018,44.977753,-93.2650108
false,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,48.856614,2.3522219
false,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,46.9479739,7.4474468
true,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,41.8781136,-87.6297982
true,49.6338979,-1.622224,45.5016889,-73.567256
false,50.9105468,-1.4049018,51.345606,-2.9612624
false,50.9105468,-1.4049018,51.345606,-2.9612624
true,50.9105468,-1.4049018,50.9105468,-1.4049018
false,49.6338979,-1.622224,48.856614,2.3522219
false,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,48.856614,2.3522219
false,49.6338979,-1.622224,48.856614,2.3522219
true,49.6338979,-1.622224,40.7127753,-74.0059728
false,50.9105468,-1.4049018,50.3403779,-4.7834252
false,50.9105468,-1.4049018,51.345606,-2.9612624
false,50.9105468,-1.4049018,-33.8688197,151.2092955
false,50.9105468,-1.4049018,42.974536,-82.4065901
false,50.9105468,-1.4049018,43.1565779,-77.6088465
false,50.9105468,-1.4049018,52.3555177,-1.1743197
true,50.9105468,-1.4049018,52.3555177,-1.1743197
true,50.9105468,-1.4049018,51.4869429,-0.170037
true,50.9105468,-1.4049018,51.5706321,-0.3396363
false,50.9105468,-1.4049018,55.6760968,12.5683371
false,50.9105468,-1.4049018,49.4481982,-2.58949
false,50.9105468,-1.4049018,42.2625932,-71.8022934
false,50.9105468,-1.4049018,38.2009055,-84.8732835
false,50.9105468,-1.4049018,52.343264,1.502642
false,-45.0301511,168.6615141,42.3736158,-71.1097335
false,49.6338979,-1.622224,40.7127753,-74.0059728
false,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,43.7101728,7.2619532
true,50.9105468,-1.4049018,43.7101728,7.2619532
true,50.9105468,-1.4049018,43.7101728,7.2619532
false,50.9105468,-1.4049018,42.3600825,-71.0588801
false,50.9105468,-1.4049018,50.2660471,-5.0527125
false,50.9105468,-1.4049018,55.864237,-4.251806
false,49.6338979,-1.622224,50.937531,6.9602786
true,50.9105468,-1.4049018,51.081397,1.169456
true,50.9105468,-1.4049018,41.3614401,-81.812912
false,50.9105468,-1.4049018,51.6452225,-0.0486373
true,49.6338979,-1.622224,40.463667,-3.74922
true,50.9105468,-1.4049018,43.2557206,-79.8711024
false,49.6338979,-1.622224,40.463667,-3.74922
true,50.9105468,-1.4049018,49.44598,-2.5748838
false,50.9105468,-1.4049018,54.597285,-5.93012
false,50.9105468,-1.4049018,38.0721662,-84.7315563
true,50.9105468,-1.4049018,50.5243156,-4.2135524
false,50.9105468,-1.4049018,51.205163,-4.126762
true,50.9105468,-1.4049018,52.193636,-2.221575
true,50.9105468,-1.4049018,51.205163,-4.126762
false,50.9105468,-1.4049018,61.52401,105.318756
true,50.9105468,-1.4049018,56.26392,9.501785
false,49.6338979,-1.622224,42.8353619,-71.6489836
true,49.6338979,-1.622224,48.856614,2.3522219
false,50.9105468,-1.4049018,50.3754565,-4.1426565
true,50.9105468,-1.4049018,50.3754565,-4.1426565
true,50.9105468,-1.4049018,50.3754565,-4.1426565
true,50.9105468,-1.4049018,50.8226288,-0.137047
false,50.9105468,-1.4049018,40.6639916,-74.2107006
false,50.9105468,-1.4049018,40.6639916,-74.2107006
true,50.9105468,-1.4049018,40.463667,-3.74922
true,49.6338979,-1.622224,48.856614,2.3522219
false,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,51.5072178,-0.1275862
false,50.9105468,-1.4049018,49.4481982,-2.58949
true,50.9105468,-1.4049018,40.735657,-74.1723667
false,50.9105468,-1.4049018,53.4083714,-2.9915726
false,50.9105468,-1.4049018,51.5872715,-0.1103806
false,50.9105468,-1.4049018,46.3990941,-112.7383721
true,50.9105468,-1.4049018,61.92411,25.748151
